Name, Landmark, City, Town, Bed, Bath, Size, Currency, Rent, Owner,Listing_Date, Type, Description
house for rent  -North Kaneshie,North Kaneshie Tessano area,North Kaneshie,Accra,5,6,100 sqft,Ghana cedis,7200,City Motors Limited VERIFIED,10 Jul  8:50 pm,House,. 5 master bedroom house with air conditioner in each room . Visitors wash room. . 2 living room and dinning area with air conditioner. . Kitchen and store room . Porch . Internet and cable tv connected . With a compound larges enough for 8 cars . 2 separate chamber and hall self contained. . Water reservoir and 3 face meter provided
4 bdrms hse for rent in Spintex,,Spintex,Accra,4,5,100 sqft,Ghana cedis,4200,Amazing Properties ,21 May  1:57 pm,House,Executive 4 bedrooms house for rent in Spintex Comm 20   • Spacious leaving area • Dinning area • Visitors washroom • Fitted cabinet kitchen • Spacious bedrooms • Each bedroom comes with toilet and bath • Floor tiles • Sliding windows with burglar proof • Security doors • Separate meter • Water reservior with pumping machine • Pavement compound • Walled with gate .Big compound that can take about 10 cars  Price $1000 dollars  Size:     100 sqft Beds:     4 Baths:     5
3 bdrms hse for rent Spintex,,Spintex,Accra,3,2,100 sqft,Ghana cedis,2100,Amazing Properties ,21 May 11:27 am,House,Executive 3 bedrooms house for rent in Spintex Comm18 Devtraco estate • Spacious leaving area • Dinning area • Visitors washroom • Fitted cabinet kitchen • Spacious bedrooms • Each bedroom comes with toilet and bath • Floor tiles • Sliding windows with burglar proof • Security doors • Separate meter • Water reservior with pumping machine • Pavement compound • Walled with gate Price $500 Street / Landmark:     3bedrooms hse for rent in Spintex Size:     100 sqft Beds:     3 Baths:     2
3 bdrms  hse for rent in comm 18,,Spintex,Accra,3,4,100 sqft,Ghana cedis,2520,Amazing Properties ,21 May 11:12 am,House,Executive 3 bedrooms house for rent in Spintex comm 18 with one boys quarters  Spacious leaving area • Dinning area • Visitors washroom • Fitted cabinet kitchen • Spacious bedrooms • Each bedroom comes with toilet and bath • Floor tiles • Sliding windows with burglar proof • Security doors • Separate meter • Water reservior with pumping machine • Pavement compound • Walled with gate .Drive car port .AC Size: 100 sqft Beds: 3 Baths: 4 Price is $600 dollars
3 bdrms hse for rent in comm 18,,Spintex,Accra,3,4,100 sqft,Ghana cedis,2520,Amazing Properties ,21 May 11:08 am,House,Executive 3 bedrooms house for rent in Spintex comm 18 with one boys quarters  Spacious leaving area • Dinning area • Visitors washroom • Fitted cabinet kitchen • Spacious bedrooms • Each bedroom comes with toilet and bath • Floor tiles • Sliding windows with burglar proof • Security doors • Separate meter • Water reservior with pumping machine • Pavement compound • Walled with gate .Drive car port .Green lawns .AC Size: 100 sqft Beds: 3 Baths: 4 Price is $600dollars
3 bdrms  hse for rent in Spintex,,Spintex,Accra,3,4,100 sqft,Ghana cedis,6300,Amazing Properties ,21 May 10:39 am,House,Executive 3 bedrooms fully furnished house for rent at Spintex shell sign board Details of the property • Available: now • City: Accra  Spintex shell sign board • Street: Community • Fence type: Block wall and wooden & metallic gate with electrical wire • Bedrooms: 3 • Full baths: 4 • Condition: very good • Total Land size: 130 square meter (sqm) • Rent: $1500 per month for one (1) year advance • Property type: single family residence Inside/Indoors/Interior Features & Amenities: • Unfurnished • Prime location • Brand new • Never been lived in • Quality electrical fittings • Aluminum framed • Sliding glazed windows • Polished porcelain floor tiles • Pop ceiling • Alarm system-owned • Spacious master suites • Security system • Storage closet • Guest shower & WC • Fitted Air-conditioners • Hot water generation system • All rooms are ensuite • Private locker • Living + dining:-floor area 42 sqm  security doors for front  security steel doors for the back  air conditioned  sliding glazed windows. • Master’s bedroom:-floor area 28 sqm  internal panelled doors  air conditioned  sliding glazed windows south facing windows allow plenty of natural light  built-in-wardrobe  walk-in closet  bathtub  the bathroom is ensuite Shower & hand wash basin  WC and ceramic floor & wall tiles. • 2nd Bedroom:-floor area 18 sqm  internal panelled doors  air conditioned  sliding glazed windows  built-in-wardrobe  bathtub  the bathroom is ensuite Shower & hand wash basin  WC ceramic floor & wall tiles. • 3rd Bedroom:-floor area 17.5 sqm  internal panelled doors  air conditioned  built-in-wardrobe the bathroom is ensuite Shower & WC  bathtub  sliding glazed windows and ceramic floor & wall tiles. • Kitchen:- floor area 14.5 sqm  internal panelled doors  modern cabinet  stainless steel double sink  store room. Outside/Outdoor/Exterior Features & Amenities: • Located in the heart of town • Electric power:- Electricity Company of Ghana  • Water supply:- Ghana water company and big water storage tanks • Paved driveways & walkways • Landscape courtyard • Garden view • Secure parking • Privacy fence • Balcony • Back yard access • Private yard • Garbage disposal • Electric fenced wall • Big terrace • Play area (kids) Community Information • Tiled streets & roads throughout • Upper level communal area • Country club • Clubhouse • Jogging area • Biking path • Resort • Spa • Tennis • Police station • Residential area • Fitness centre • Play ground • Gym facility • Shops/ markets • Hospitals • International schools Additional information • Less than 25 minutes drive to Accra shopping mall • Less than 30 minutes drive to the Kotoka International Airport • Less than 2 miles to Junction shopping mall in Nungua • Less than 2 miles to the Palace shopping mall • Less than 2 miles to Sakumono beach • Less than 2 miles to Sakumono celebrity golf club • Less than 2 miles to Sakumono tennis Court • Less than 2 miles to KFC restaurant Spintex road • There are trees in the area • $1500 per month • Price is subjected to charge due to the dollar rate Important notice: These particulars have been prepared in all good faith to give a fair overall view of the property. Measurements and distance are given as a guide only. We have endeavoured to ensure the information given is accurate but we would urge you to contact us before travelling any great distance to ensure that your impression of the property is as we intended. We take a month rent commission after service. Please contact us for inspection through the real estate consultant  for an appointment please Call  text or email Nana to arrange a private viewing. Contact person:- Nana Eni  amazingproperties@gmail.com Accra Ghana. Street / Landmark: Spintex shell sign board Size: 130 m² Price is $1500 dollars
House for rent  Kasoa,near cp Last Stop,Kasoa,Accra,5,6,70*90 sqft,Ghana cedis,4000,John Abeiku VERIFIED, 6 Jun  7:23 am,House,VIP five bedrooms self compound house for rent at CP kasoa. A very executive house. It has been fens with gate  sliding glass  floor tiles  electricity  compound tiled  pipe water  plus reservoir  fully furnished air-conditioned  fridge  king-sized beds  good location.
4 bdrms hse for rent in Sakumono,,Spintex,Accra,4,5,100 sqft,Ghana cedis,4200,Amazing Properties ,21 May 10:23 am,House,Executive 4 bedrooms house for rent in Spintex Sakumono  Spacious leaving area • Dinning area • Visitors washroom • Fitted cabinet kitchen • Spacious bedrooms • Each bedroom comes with toilet and bath • Floor tiles • Sliding windows with burglar proof • Security doors • Separate meter • Water reservior with pumping machine • Pavement compound • Walled with gate .Drive car port Size: 100 sqft Beds: 4 Baths: 5 Price is $1000 dollars
executive 4bedroom house at ability,,East Legon,Accra,4,4,76 sqft,Ghana cedis,7200,Success 4 Real Estate , 7 Jul  3:51 pm,House,Executive 4 bedroom self compound for rent at East Legon (Ability) • Spacious living  area  • Visitors washroom • Fitted kitchen • Spacious bedrooms • Each bedroom comes with toilet and bath • inbuilt wardrobe  •Water heater  • Floor tiled • Sliding windows with burglar proof • Security door  • Water reservior with pumping machine • Swimming Pool • Stand by generator  • Paved compound • 24/7 security  • Walled and gated Beds:     4 Baths:     4
Five Bedroom House  Anaji,,Anaji,Sekondi Takoradi,5,3,100 sqm,Ghana cedis,700,Sabali Realtors VERIFIED,23 Jun  1:35 pm,House,The Property Has Following Features  1.Five bedroom(Two Ensuite)  2.Spacious Hall 3.Kitchen with cabinets and a Store Room  4.Neat Terrazzo Floor  5.Constant Water Supply  6.Serene Environment  7.Accessible Road 8.Rent Advance(Two years Minimum)
3 bedroom house at adenta,Adenta after the police junction,East Legon,Accra,3,3,100 sqm,Ghana cedis,1400,Jack's Real Estate ,20 May  8:32 pm,House,Newly built estate house 3 bedrooms 3 washrooms Nice and spacious hall Self compound Spacious kitchen  Tared road to the house Very nice environment Location Adenta Duration : 2 years
6 Bedroom 6 bath for Rent in Kwabenya,,Kwabenya,Accra,6,6,10000 sqft,Ghana cedis,2100,Eric Kwabena ,12 Jul  6:32 pm,House,HOUSE FOR RENT (1 OR 2 YEAR ADVAN­CED) Exec­utive 6 bedro­om at Kwabe­nya in an Already Developed Area with access to pipe water Detai­ls of the prope­rty: • Be­droom­s:6 ( All Tiles floor­)  • T­wo Livin­g Room (Hall­) • ­Full bathroom­: 6 • ­Condi­tion: Excel­lent  • P­roper­ty type: singl­e famil­y home • CO­NTACT ME FOR MORE INFOR­MATIO­N.
2 bedroom terrance house  Santor,santoe,Spintex,Accra,2,2,200 sqm,Ghana cedis,700,Eastmidas Properties VERIFIED, 9 Jul  4:01 pm,House,This brand new  2 bedroom terrance house situated at santor community 23 is available for rent  all rooms are en-suite and spacious with state of the art fittings  it has a modern fitted kitchen  open living and dinning area for comfort. Call to view now
New Built 5 Bed House @ west Hills Mall,Bortianor near the West Hills More,New Weija,Accra,5,4,15 sqft,Ghana cedis,2000,Nana VERIFIED, 4 Jul  8:54 am,House,A brand new 5 bedroom house for rent located at Bortianor near the West Hills Mall. Self compound Tules everywhere. 4 wash rooms Kitchen with cabinet Sliding doors and windows Spacious compound and rooms  Ghs2000 negotiable for 1 year or more.
4bedroom self-contained house,5minutes from John Teye School  Ofankor,New Achimota,Accra,4,3,100x100 sqft,Ghana cedis,1600,FIIFI VERIFIED,20 May  9:57 am,House,Fully furnished brand new house for  rent with 24/7 security and water with a wall around and a big compound.
3Bedrms+1Bq To Let in Devtraco Estate,Devtraco Estate Community25,Tema Metropolitan,Greater Accra,4,4,100/70 sqft,Ghana cedis,3000,Albert Tetteh Properties ,20 May  9:52 am,House,New 3Bedrooms with One Bedrooms Boys Quarters House self compound for Rent at Devtraco Estate in Gated community 25 .It is located in a serene environment with access to good Tarred road networks  Air conditioning electricity  portable drinking water  hospitals  schools  shops and many other social amenities.Living Room and dining area -Well fitted kitchen  Secured wall and Gated with good Safety securities and Police Patrol for 24 Hours.-Water reservoir-Just 10 mints Drive from Tema center community 1 but Accra shopping mall is just 20 mints Drive to the Estate.
3Bedrooms To Let in Devtraco Estate,,Tema Metropolitan,Greater Accra,3,2,100/70 sqft,Ghana cedis,2600,Albert Tetteh Properties ,20 May  9:47 am,House,New Build 3Bedrooms House self compound for Rent at Devtraco Estate in Gated community 25 .It is located in a serene environment with access to good Tarred road networks  Air conditioning electricity  portable drinking water  hospitals  schools  shops and many other social amenities.Living Room and dining area -Well fitted kitchen  Secured wall and Gated with good Safety securities and Police Patrol for 24 Hours.-Water reservoir-Just 10 mints Drive from Tema center community 1 but Accra shopping mall is just 20 mints Drive to the Estate.
5 Bedrooms House 4rent East legon,East legon,East Legon,Accra,5,5,800 sqm,Ghana cedis,12600,EL Hogar Consult VERIFIED,19 May 10:58 pm,House,A 5 bedrooms house with 2 rooms outhouse and garage in east legon is available for rent.  Suitable for office or residential purpose  Very a big compound with security post.  Asking price per month  $ 3000 negotiable.
